Source,Dataset,ID,Cycle,Chemistry,Profile,FSI,KI,DoD_%,T_avg_C,T_stress_norm,C_peak_norm,DCSS,RBF,CVI,SoH_%,Q_Ah,Health_Label
External,NASA_B0027,B0027,16,LiCoO2,CC,1.1303,1.6544,90.46,34.45,0.04,1.9891,1.7567,1.0617,0.2749,99.23,1.8092,Healthy
External,NASA_B0027,B0027,17,LiCoO2,CC,1.1264,1.6535,89.1,34.74,0.04,1.988,1.7572,1.0625,0.2769,97.74,1.7821,Healthy
External,NASA_B0027,B0027,18,LiCoO2,CC,1.1291,1.6491,90.73,34.66,0.04,1.9879,1.7595,1.0667,0.2843,99.52,1.8146,Healthy
External,NASA_B0027,B0027,19,LiCoO2,CC,1.129,1.6502,90.46,34.48,0.04,1.9891,1.7592,1.0659,0.2794,99.22,1.8092,Healthy
External,NASA_B0027,B0027,20,LiCoO2,CC,1.1284,1.6498,90.33,34.46,0.04,1.988,1.7596,1.0663,0.2789,99.08,1.8066,Healthy
External,NASA_B0027,B0027,21,LiCoO2,CC,1.1278,1.6495,90.12,34.28,0.04,1.9885,1.7602,1.0669,0.2793,98.85,1.8024,Healthy
External,NASA_B0027,B0027,22,LiCoO2,CC,1.1279,1.6524,89.82,34.35,0.04,1.988,1.758,1.0637,0.2745,98.53,1.7964,Healthy
External,NASA_B0027,B0027,23,LiCoO2,CC,1.1304,1.6561,90.44,33.65,0.04,1.9872,1.7554,1.0597,0.2751,99.2,1.8088,Healthy
External,NASA_B0027,B0027,24,LiCoO2,CC,1.1269,1.6515,89.58,33.75,0.04,1.9878,1.7578,1.0641,0.2758,98.26,1.7916,Healthy
External,NASA_B0027,B0027,25,LiCoO2,CC,1.1261,1.6507,89.27,33.72,0.04,1.9884,1.7581,1.0647,0.2734,97.92,1.7853,Healthy
External,NASA_B0027,B0027,26,LiCoO2,CC,1.1268,1.6498,89.66,33.81,0.04,1.9886,1.7583,1.0656,0.2713,98.35,1.7932,Healthy
External,NASA_B0027,B0027,27,LiCoO2,CC,1.1247,1.6461,89.37,33.8,0.04,1.9873,1.7602,1.0691,0.2786,98.03,1.7873,Healthy
External,NASA_B0027,B0027,28,LiCoO2,CC,1.1221,1.6449,88.5,33.92,0.04,1.9866,1.7608,1.0702,0.2864,97.08,1.7701,Healthy
External,NASA_B0028,B0028,1,LiCoO2,CC,0.7359,0.9999,90.23,30.26,0.04,1.0018,0.9973,0.9972,0.2293,100.0,1.8047,Healthy
External,NASA_B0028,B0028,2,LiCoO2,CC,0.7355,0.9997,90.24,30.02,0.04,1.0003,0.997,0.9971,0.231,100.0,1.8048,Healthy
External,NASA_B0028,B0028,3,LiCoO2,CC,0.7348,0.9999,89.88,30.22,0.04,1.0009,0.9972,0.9972,0.2266,99.61,1.7976,Healthy
External,NASA_B0028,B0028,4,LiCoO2,CC,0.7341,0.9996,89.65,30.36,0.04,1.0007,0.9971,0.9974,0.2266,99.35,1.793,Healthy
External,NASA_B0028,B0028,5,LiCoO2,CC,0.7343,0.9999,89.6,30.38,0.04,1.0016,0.9977,0.9976,0.2273,99.29,1.7919,Healthy
External,NASA_B0028,B0028,6,LiCoO2,CC,0.732,1.0001,88.75,30.15,0.04,1.0002,0.9973,0.9969,0.2233,98.36,1.775,Healthy
External,NASA_B0028,B0028,7,LiCoO2,CC,0.7342,1.0002,89.6,29.94,0.04,1.0005,0.9971,0.9966,0.2218,99.3,1.792,Healthy
External,NASA_B0028,B0028,8,LiCoO2,CC,0.7341,0.9998,89.52,30.16,0.04,1.0016,0.9975,0.9976,0.222,99.21,1.7905,Healthy
External,NASA_B0028,B0028,9,LiCoO2,CC,0.7338,0.9997,89.34,30.19,0.04,1.0024,0.9971,0.9973,0.2235,99.01,1.7868,Healthy
External,NASA_B0028,B0028,10,LiCoO2,CC,0.7336,0.9995,89.36,30.56,0.04,1.0018,0.9973,0.9978,0.2261,99.03,1.7872,Healthy
External,NASA_B0028,B0028,11,LiCoO2,CC,0.7332,1.0,89.08,29.88,0.04,1.0025,0.9975,0.9973,0.2238,98.72,1.7816,Healthy
External,NASA_B0028,B0028,12,LiCoO2,CC,0.7338,0.9997,89.25,30.33,0.04,1.0035,0.9973,0.9974,0.2266,98.91,1.785,Healthy
External,NASA_B0028,B0028,13,LiCoO2,CC,0.7327,0.9996,89.02,30.68,0.04,1.0012,0.9969,0.9972,0.2271,98.65,1.7804,Healthy
External,NASA_B0028,B0028,14,LiCoO2,CC,0.7326,0.9995,88.95,30.62,0.04,1.0021,0.9975,0.9979,0.2283,98.57,1.7789,Healthy
External,NASA_B0028,B0028,15,LiCoO2,CC,0.7321,0.9995,88.69,30.48,0.04,1.0027,0.9974,0.9978,0.2286,98.29,1.7738,Healthy
External,NASA_B0028,B0028,16,LiCoO2,CC,0.7319,0.9996,88.48,30.6,0.04,1.0043,0.9974,0.9977,0.2271,98.06,1.7697,Healthy
External,NASA_B0028,B0028,17,LiCoO2,CC,0.7279,0.9999,87.04,31.1,0.04,1.0017,0.9975,0.9973,0.2206,96.46,1.7409,Healthy
External,NASA_B0028,B0028,18,LiCoO2,CC,0.7314,1.0001,88.24,30.94,0.04,1.0038,0.9975,0.9971,0.2219,97.79,1.7648,Healthy
External,NASA_B0028,B0028,19,LiCoO2,CC,0.7306,1.0,88.09,30.78,0.04,1.0018,0.9974,0.9972,0.225,97.62,1.7618,Healthy
External,NASA_B0028,B0028,20,LiCoO2,CC,0.7301,1.0001,87.89,30.71,0.04,1.0019,0.9975,0.9971,0.2249,97.4,1.7577,Healthy
External,NASA_B0028,B0028,21,LiCoO2,CC,0.7292,1.0001,87.6,30.48,0.04,1.001,0.9971,0.9967,0.225,97.08,1.7519,Healthy
External,NASA_B0028,B0028,22,LiCoO2,CC,0.7299,1.0001,87.61,30.55,0.04,1.0041,0.9973,0.997,0.2288,97.09,1.7521,Healthy
External,NASA_B0028,B0028,23,LiCoO2,CC,0.7303,1.0002,87.99,29.86,0.04,1.0016,0.9977,0.9972,0.2265,97.51,1.7598,Healthy
External,NASA_B0028,B0028,24,LiCoO2,CC,0.729,0.9999,87.42,29.93,0.04,1.0025,0.9978,0.9975,0.2256,96.88,1.7483,Healthy
External,NASA_B0028,B0028,25,LiCoO2,CC,0.7281,0.9998,87.06,29.89,0.04,1.0026,0.9977,0.9975,0.2239,96.48,1.7411,Healthy
External,NASA_B0028,B0028,26,LiCoO2,CC,0.7274,0.9997,86.82,29.97,0.04,1.0023,0.9975,0.9975,0.2249,96.22,1.7364,Healthy
External,NASA_B0028,B0028,27,LiCoO2,CC,0.7281,1.0,86.83,29.93,0.04,1.0053,0.9977,0.9975,0.23,96.23,1.7366,Healthy
External,NASA_B0028,B0028,28,LiCoO2,CC,0.7252,1.0002,85.86,30.03,0.04,1.0026,0.9978,0.9973,0.2196,95.15,1.7172,Healthy
External,NASA_B0029,B0029,1,LiCoO2,CC,0.8276,0.1094,84.88,51.63,0.72,2.0128,0.435,3.9754,0.2643,100.0,1.6975,Healthy
External,NASA_B0029,B0029,2,LiCoO2,CC,0.8579,0.1492,92.24,52.85,0.72,2.013,0.587,3.9343,0.2963,100.0,1.8447,Healthy
External,NASA_B0029,B0029,3,LiCoO2,CC,0.8559,0.1503,91.27,52.91,0.72,2.0132,0.5916,3.9333,0.2891,100.0,1.8254,Healthy
External,NASA_B0029,B0029,4,LiCoO2,CC,0.855,0.1512,90.79,52.9,0.72,2.0131,0.5948,3.9321,0.2928,100.0,1.8158,Healthy
External,NASA_B0029,B0029,5,LiCoO2,CC,0.8548,0.152,90.66,52.88,0.72,2.0128,0.5981,3.9316,0.285,100.0,1.8133,Healthy
External,NASA_B0029,B0029,6,LiCoO2,CC,0.8417,0.1075,90.76,52.76,0.72,2.0129,0.4278,3.9765,0.2814,100.0,1.8152,Healthy
External,NASA_B0029,B0029,7,LiCoO2,CC,0.8491,0.1325,90.72,52.79,0.72,2.0127,0.5238,3.9532,0.284,100.0,1.8143,Healthy
External,NASA_B0029,B0029,8,LiCoO2,CC,0.8478,0.1332,90.07,52.78,0.72,2.0131,0.5268,3.9521,0.2875,100.0,1.8013,Healthy
External,NASA_B0029,B0029,9,LiCoO2,CC,0.8463,0.134,89.41,52.75,0.72,2.013,0.5297,3.9516,0.2824,100.0,1.7882,Healthy
External,NASA_B0029,B0029,10,LiCoO2,CC,0.8451,0.1348,88.8,52.75,0.72,2.0132,0.533,3.9515,0.2779,100.0,1.7761,Healthy
External,NASA_B0029,B0029,11,LiCoO2,CC,0.8388,0.1099,89.26,52.76,0.72,2.0131,0.4369,3.9742,0.2935,100.0,1.7853,Healthy
External,NASA_B0029,B0029,12,LiCoO2,CC,0.8446,0.1354,88.49,52.81,0.72,2.0138,0.5349,3.9494,0.2965,100.0,1.7698,Healthy
External,NASA_B0029,B0029,13,LiCoO2,CC,0.8431,0.1362,87.83,52.8,0.72,2.0132,0.538,3.9488,0.296,100.0,1.7565,Healthy
External,NASA_B0029,B0029,14,LiCoO2,CC,0.8431,0.137,87.72,52.77,0.72,2.0133,0.5411,3.9482,0.2883,100.0,1.7543,Healthy
External,NASA_B0029,B0029,15,LiCoO2,CC,0.8414,0.1376,86.96,52.8,0.72,2.0135,0.5432,3.9467,0.302,100.0,1.7393,Healthy
External,NASA_B0029,B0029,16,LiCoO2,CC,0.8385,0.1114,88.99,52.72,0.72,2.0132,0.4427,3.9737,0.2821,100.0,1.7798,Healthy
External,NASA_B0029,B0029,17,LiCoO2,CC,0.851,0.1586,88.29,52.77,0.72,2.0133,0.6224,3.9243,0.2795,100.0,1.7657,Healthy
External,NASA_B0029,B0029,18,LiCoO2,CC,0.8496,0.1596,87.62,52.8,0.72,2.0134,0.6261,3.9226,0.2853,100.0,1.7524,Healthy
External,NASA_B0029,B0029,19,LiCoO2,CC,0.8481,0.1606,86.9,52.76,0.72,2.0133,0.6301,3.922,0.2817,100.0,1.738,Healthy
External,NASA_B0029,B0029,20,LiCoO2,CC,0.8475,0.1612,86.56,52.79,0.72,2.0139,0.632,3.9206,0.2893,100.0,1.7312,Healthy
External,NASA_B0029,B0029,21,LiCoO2,CC,0.8418,0.1393,86.9,52.76,0.72,2.014,0.5496,3.9453,0.2985,100.0,1.7379,Healthy
External,NASA_B0029,B0029,22,LiCoO2,CC,0.8527,0.1813,86.12,52.87,0.72,2.0148,0.7065,3.8959,0.2759,100.0,1.7224,Healthy
External,NASA_B0029,B0029,23,LiCoO2,CC,0.8464,0.1629,85.92,52.88,0.72,2.0139,0.6383,3.9179,0.2973,100.0,1.7184,Healthy
External,NASA_B0029,B0029,24,LiCoO2,CC,0.8502,0.1831,85.05,52.89,0.72,2.0133,0.7132,3.893,0.2779,100.0,1.701,Healthy
External,NASA_B0029,B0029,25,LiCoO2,CC,0.8497,0.1838,84.68,52.86,0.72,2.014,0.7152,3.891,0.2845,99.78,1.6937,Healthy
External,NASA_B0029,B0029,26,LiCoO2,CC,0.852,0.1831,85.65,52.86,0.72,2.0145,0.7131,3.8931,0.2768,100.0,1.7131,Healthy
External,NASA_B0029,B0029,27,LiCoO2,CC,0.8503,0.1844,84.88,52.85,0.72,2.0137,0.7176,3.8907,0.2835,100.0,1.6977,Healthy
External,NASA_B0029,B0029,28,LiCoO2,CC,0.8495,0.1852,84.5,52.82,0.72,2.0133,0.7204,3.888,0.3005,99.55,1.6899,Healthy
External,NASA_B0029,B0029,29,LiCoO2,CC,0.8491,0.1863,84.25,52.82,0.72,2.0132,0.7245,3.8881,0.2794,99.26,1.685,Healthy
External,NASA_B0029,B0029,30,LiCoO2,CC,0.8487,0.1869,83.92,52.81,0.72,2.0139,0.7266,3.8868,0.281,98.87,1.6784,Healthy
External,NASA_B0029,B0029,31,LiCoO2,CC,0.8481,0.187,83.69,52.8,0.72,2.0137,0.7269,3.8857,0.2918,98.6,1.6738,Healthy
External,NASA_B0029,B0029,32,LiCoO2,CC,0.8532,0.2062,83.44,52.86,0.72,2.0136,0.7959,3.8585,0.2827,98.31,1.6688,Healthy
External,NASA_B0029,B0029,33,LiCoO2,CC,0.8511,0.2071,82.46,52.86,0.72,2.0141,0.7987,3.8566,0.2894,97.16,1.6493,Healthy
External,NASA_B0029,B0029,34,LiCoO2,CC,0.8501,0.2078,82.05,52.88,0.72,2.0132,0.8013,3.8555,0.2868,96.67,1.641,Healthy
External,NASA_B0029,B0029,35,LiCoO2,CC,0.851,0.2085,82.28,52.87,0.72,2.0139,0.8038,3.8556,0.2828,96.94,1.6456,Healthy
External,NASA_B0029,B0029,36,LiCoO2,CC,0.8519,0.2078,82.73,52.89,0.72,2.0134,0.8013,3.8549,0.2946,97.47,1.6545,Healthy
External,NASA_B0029,B0029,37,LiCoO2,CC,0.8564,0.226,82.31,52.91,0.72,2.0141,0.8651,3.828,0.2769,96.97,1.6461,Healthy
External,NASA_B0029,B0029,38,LiCoO2,CC,0.8492,0.2101,81.38,52.85,0.72,2.0135,0.8094,3.8519,0.2887,95.88,1.6275,Healthy
External,NASA_B0029,B0029,39,LiCoO2,CC,0.8484,0.2109,81.0,52.93,0.72,2.0134,0.8122,3.851,0.2902,95.44,1.6201,Healthy
External,NASA_B0029,B0029,40,LiCoO2,CC,0.8477,0.2117,80.6,52.92,0.72,2.0137,0.8148,3.8494,0.294,94.97,1.6121,Healthy
External,NASA_B0030,B0030,1,LiCoO2,CC,0.8472,0.1917,82.8,52.45,0.72,2.0132,0.7443,3.8811,0.2563,100.0,1.6561,Healthy
External,NASA_B0030,B0030,2,LiCoO2,CC,0.8811,0.252,89.08,54.11,0.72,2.0138,0.9535,3.7839,0.2608,100.0,1.7816,Healthy
External,NASA_B0030,B0030,3,LiCoO2,CC,0.8791,0.2541,88.1,54.16,0.72,2.0132,0.9607,3.78,0.2581,100.0,1.762,Healthy
External,NASA_B0030,B0030,4,LiCoO2,CC,0.8784,0.2557,87.59,54.21,0.72,2.0136,0.9658,3.7772,0.2649,100.0,1.7518,Healthy
External,NASA_B0030,B0030,5,LiCoO2,CC,0.8772,0.2572,86.91,54.2,0.72,2.0135,0.971,3.7744,0.2614,100.0,1.7382,Healthy
External,NASA_B0030,B0030,6,LiCoO2,CC,0.8671,0.2188,87.53,54.14,0.72,2.0134,0.8401,3.8402,0.2697,100.0,1.7507,Healthy
External,NASA_B0030,B0030,7,LiCoO2,CC,0.8713,0.2334,87.46,54.21,0.72,2.0133,0.8906,3.8162,0.271,100.0,1.7491,Healthy
External,NASA_B0030,B0030,8,LiCoO2,CC,0.8728,0.2482,86.26,54.19,0.72,2.0135,0.941,3.7906,0.2576,100.0,1.7253,Healthy
External,NASA_B0030,B0030,9,LiCoO2,CC,0.8715,0.2498,85.56,54.15,0.72,2.0134,0.9463,3.7879,0.2578,100.0,1.7113,Healthy
External,NASA_B0030,B0030,10,LiCoO2,CC,0.8706,0.2515,84.95,54.17,0.72,2.0138,0.9519,3.7852,0.2579,100.0,1.699,Healthy
External,NASA_B0030,B0030,11,LiCoO2,CC,0.8688,0.2378,85.93,54.22,0.72,2.0134,0.9056,3.8088,0.2617,100.0,1.7186,Healthy
External,NASA_B0030,B0030,12,LiCoO2,CC,0.8714,0.2523,85.16,54.24,0.72,2.0143,0.9545,3.7838,0.2636,100.0,1.7032,Healthy
External,NASA_B0030,B0030,13,LiCoO2,CC,0.8701,0.2539,84.47,54.24,0.72,2.0138,0.9599,3.781,0.2629,100.0,1.6895,Healthy
External,NASA_B0030,B0030,14,LiCoO2,CC,0.8689,0.2556,83.78,54.18,0.72,2.0141,0.9655,3.7778,0.2579,100.0,1.6756,Healthy
External,NASA_B0030,B0030,15,LiCoO2,CC,0.8688,0.2563,83.59,54.23,0.72,2.0146,0.9679,3.7765,0.2696,100.0,1.6718,Healthy
External,NASA_B0030,B0030,16,LiCoO2,CC,0.8617,0.2117,86.17,54.16,0.72,2.0138,0.8153,3.852,0.2732,100.0,1.7233,Healthy
External,NASA_B0030,B0030,17,LiCoO2,CC,0.869,0.2416,85.46,54.24,0.72,2.0141,0.9189,3.8026,0.2752,100.0,1.7092,Healthy
External,NASA_B0030,B0030,18,LiCoO2,CC,0.8705,0.2573,84.2,54.27,0.72,2.0143,0.9711,3.7748,0.2638,100.0,1.684,Healthy
External,NASA_B0030,B0030,19,LiCoO2,CC,0.8691,0.2589,83.45,54.24,0.72,2.014,0.9767,3.7717,0.2639,100.0,1.669,Healthy
External,NASA_B0030,B0030,20,LiCoO2,CC,0.8687,0.2598,83.1,54.32,0.72,2.0149,0.9796,3.7702,0.2771,100.0,1.6621,Healthy
External,NASA_B0030,B0030,21,LiCoO2,CC,0.8694,0.2598,83.44,54.28,0.72,2.0145,0.9796,3.7703,0.2583,100.0,1.6687,Healthy
External,NASA_B0030,B0030,22,LiCoO2,CC,0.8717,0.2743,82.64,54.35,0.72,2.0141,1.0269,3.7429,0.2621,99.8,1.6528,Healthy
External,NASA_B0030,B0030,23,LiCoO2,CC,0.8719,0.2763,82.42,54.37,0.72,2.0148,1.0333,3.7394,0.2582,99.54,1.6485,Healthy
External,NASA_B0030,B0030,24,LiCoO2,CC,0.8698,0.2772,81.54,54.38,0.72,2.0141,1.0361,3.7376,0.2669,98.47,1.6307,Healthy
External,NASA_B0030,B0030,25,LiCoO2,CC,0.8691,0.2782,81.16,54.37,0.72,2.0137,1.0392,3.7357,0.2665,98.02,1.6232,Healthy
External,NASA_B0030,B0030,26,LiCoO2,CC,0.8728,0.2773,82.71,54.36,0.72,2.0142,1.0363,3.7374,0.2561,99.89,1.6542,Healthy
External,NASA_B0030,B0030,27,LiCoO2,CC,0.8714,0.2792,81.93,54.33,0.72,2.014,1.0424,3.7338,0.2589,98.94,1.6385,Healthy
External,NASA_B0030,B0030,28,LiCoO2,CC,0.8693,0.2802,80.94,54.35,0.72,2.0144,1.0459,3.7319,0.2748,97.75,1.6188,Healthy
External,NASA_B0030,B0030,29,LiCoO2,CC,0.8692,0.2822,80.67,54.31,0.72,2.0145,1.0521,3.7279,0.2642,97.42,1.6134,Healthy
External,NASA_B0030,B0030,30,LiCoO2,CC,0.8686,0.2833,80.33,54.31,0.72,2.0141,1.0555,3.7259,0.262,97.02,1.6066,Healthy
External,NASA_B0030,B0030,31,LiCoO2,CC,0.8696,0.2832,80.69,54.32,0.72,2.0146,1.0552,3.7258,0.2646,97.45,1.6138,Healthy
External,NASA_B0030,B0030,32,LiCoO2,CC,0.8677,0.2843,79.82,54.38,0.72,2.0143,1.0586,3.7235,0.2788,96.39,1.5963,Healthy
External,NASA_B0030,B0030,33,LiCoO2,CC,0.8671,0.2854,79.45,54.41,0.72,2.0144,1.0621,3.721,0.2828,95.95,1.5891,Healthy
External,NASA_B0030,B0030,34,LiCoO2,CC,0.8663,0.2864,79.03,54.43,0.72,2.0138,1.0651,3.7189,0.2806,95.44,1.5805,Healthy
External,NASA_B0030,B0030,35,LiCoO2,CC,0.8672,0.2874,79.23,54.43,0.72,2.0143,1.0687,3.7178,0.268,95.69,1.5846,Healthy
External,NASA_B0030,B0030,36,LiCoO2,CC,0.8682,0.2864,79.68,54.41,0.72,2.0153,1.0653,3.7197,0.2687,96.23,1.5937,Healthy
External,NASA_B0030,B0030,37,LiCoO2,CC,0.8715,0.3014,79.25,54.42,0.72,2.0147,1.112,3.6896,0.2618,95.71,1.585,Healthy
External,NASA_B0030,B0030,38,LiCoO2,CC,0.867,0.2897,78.94,54.39,0.72,2.0139,1.0758,3.7134,0.2698,95.33,1.5787,Healthy
External,NASA_B0030,B0030,39,LiCoO2,CC,0.8663,0.2908,78.54,54.45,0.72,2.0136,1.0792,3.7113,0.2673,94.85,1.5707,Healthy
External,NASA_B0030,B0030,40,LiCoO2,CC,0.8656,0.2918,78.14,54.41,0.72,2.0138,1.0823,3.7092,0.2666,94.37,1.5628,Healthy
External,NASA_B0031,B0031,1,LiCoO2,CC,0.8436,0.1918,83.33,52.66,0.72,1.9884,0.7357,3.8334,0.2175,100.0,1.6667,Healthy
External,NASA_B0031,B0031,2,LiCoO2,CC,0.8619,0.1835,91.64,53.97,0.72,1.9888,0.7059,3.8451,0.2376,100.0,1.8329,Healthy
External,NASA_B0031,B0031,3,LiCoO2,CC,0.8551,0.1685,90.7,53.99,0.72,1.9889,0.6514,3.8651,0.2415,100.0,1.814,Healthy
External,NASA_B0031,B0031,4,LiCoO2,CC,0.8541,0.1695,90.22,54.0,0.72,1.9886,0.6548,3.8638,0.2396,100.0,1.8044,Healthy
External,NASA_B0031,B0031,5,LiCoO2,CC,0.8487,0.152,90.11,53.95,0.72,1.989,0.5907,3.885,0.2467,100.0,1.8021,Healthy
External,NASA_B0031,B0031,6,LiCoO2,CC,0.8556,0.1884,88.58,53.97,0.72,1.9884,0.7231,3.8381,0.2423,100.0,1.7716,Healthy
External,NASA_B0031,B0031,7,LiCoO2,CC,0.8442,0.1324,90.7,53.89,0.72,1.9886,0.5172,3.906,0.2378,100.0,1.814,Healthy
External,NASA_B0031,B0031,8,LiCoO2,CC,0.8428,0.1332,90.07,53.87,0.72,1.9885,0.5205,3.9054,0.2385,100.0,1.8013,Healthy
External,NASA_B0031,B0031,9,LiCoO2,CC,0.834,0.1091,89.42,53.82,0.72,1.9884,0.4285,3.928,0.2477,100.0,1.7884,Healthy
External,NASA_B0031,B0031,10,LiCoO2,CC,0.8329,0.1097,88.83,53.82,0.72,1.9896,0.431,3.9275,0.2423,100.0,1.7765,Healthy
External,NASA_B0031,B0031,11,LiCoO2,CC,0.834,0.1097,89.28,53.82,0.72,1.9892,0.4309,3.9272,0.2469,100.0,1.7856,Healthy
External,NASA_B0031,B0031,12,LiCoO2,CC,0.8334,0.1101,89.07,53.82,0.72,1.9886,0.4322,3.9269,0.2439,100.0,1.7814,Healthy
External,NASA_B0031,B0031,13,LiCoO2,CC,0.8321,0.1108,88.42,53.8,0.72,1.9888,0.4349,3.9265,0.2427,100.0,1.7685,Healthy
External,NASA_B0031,B0031,14,LiCoO2,CC,0.832,0.1114,88.33,53.76,0.72,1.9888,0.4373,3.9258,0.2385,100.0,1.7665,Healthy
External,NASA_B0031,B0031,15,LiCoO2,CC,0.8303,0.1117,87.59,53.79,0.72,1.9891,0.4386,3.9256,0.2441,100.0,1.7517,Healthy
External,NASA_B0031,B0031,16,LiCoO2,CC,0.848,0.1778,86.76,53.84,0.72,1.9889,0.6852,3.8526,0.2393,100.0,1.7352,Healthy
External,NASA_B0031,B0031,17,LiCoO2,CC,0.8334,0.1114,88.91,53.77,0.72,1.9884,0.4373,3.9258,0.2454,100.0,1.7783,Healthy
External,NASA_B0031,B0031,18,LiCoO2,CC,0.8319,0.1121,88.25,53.77,0.72,1.9885,0.44,3.925,0.2474,100.0,1.765,Healthy
External,NASA_B0031,B0031,19,LiCoO2,CC,0.832,0.1128,88.13,53.75,0.72,1.9893,0.4429,3.9245,0.2431,100.0,1.7626,Healthy
External,NASA_B0031,B0031,20,LiCoO2,CC,0.8299,0.1132,87.22,53.77,0.72,1.9895,0.4442,3.9241,0.2477,100.0,1.7443,Healthy
External,NASA_B0031,B0031,21,LiCoO2,CC,0.8321,0.1132,88.14,53.73,0.72,1.989,0.4443,3.9244,0.2395,100.0,1.7628,Healthy
External,NASA_B0031,B0031,22,LiCoO2,CC,0.8304,0.1136,87.39,53.78,0.72,1.989,0.4457,3.924,0.2493,100.0,1.7479,Healthy
External,NASA_B0031,B0031,23,LiCoO2,CC,0.8302,0.1143,87.21,53.78,0.72,1.9892,0.4485,3.9233,0.2435,100.0,1.7441,Healthy
External,NASA_B0031,B0031,24,LiCoO2,CC,0.8281,0.1146,86.34,53.75,0.72,1.9894,0.4498,3.9229,0.2495,100.0,1.7268,Healthy
External,NASA_B0031,B0031,25,LiCoO2,CC,0.8273,0.115,86.02,53.76,0.72,1.9888,0.4514,3.9227,0.2502,100.0,1.7203,Healthy
External,NASA_B0031,B0031,26,LiCoO2,CC,0.8299,0.1146,86.97,53.75,0.72,1.9903,0.4497,3.923,0.25,100.0,1.7394,Healthy
External,NASA_B0031,B0031,27,LiCoO2,CC,0.8296,0.1155,86.84,53.71,0.72,1.9896,0.4529,3.9227,0.2401,100.0,1.7367,Healthy
External,NASA_B0031,B0031,28,LiCoO2,CC,0.8272,0.1158,85.85,53.69,0.72,1.9892,0.4542,3.9221,0.2479,100.0,1.717,Healthy
External,NASA_B0031,B0031,29,LiCoO2,CC,0.8268,0.1166,85.64,53.62,0.72,1.9887,0.4575,3.9214,0.2394,100.0,1.7128,Healthy
External,NASA_B0031,B0031,30,LiCoO2,CC,0.8262,0.117,85.31,53.63,0.72,1.9892,0.4588,3.9211,0.2415,100.0,1.7061,Healthy
External,NASA_B0031,B0031,31,LiCoO2,CC,0.8271,0.117,85.69,53.64,0.72,1.989,0.4589,3.9209,0.2398,100.0,1.7137,Healthy
External,NASA_B0031,B0031,32,LiCoO2,CC,0.8268,0.1174,85.47,53.64,0.72,1.9895,0.4604,3.9208,0.2493,100.0,1.7093,Healthy
External,NASA_B0031,B0031,33,LiCoO2,CC,0.8245,0.1178,84.51,53.65,0.72,1.9895,0.4617,3.9203,0.2525,100.0,1.6901,Healthy
External,NASA_B0031,B0031,34,LiCoO2,CC,0.825,0.1182,84.73,53.65,0.72,1.9887,0.4634,3.9197,0.2501,100.0,1.6947,Healthy
External,NASA_B0031,B0031,35,LiCoO2,CC,0.8246,0.1186,84.35,53.65,0.72,1.9908,0.4649,3.9197,0.2471,100.0,1.687,Healthy
External,NASA_B0031,B0031,36,LiCoO2,CC,0.8253,0.1182,84.79,53.65,0.72,1.9892,0.4635,3.9197,0.2493,100.0,1.6957,Healthy
External,NASA_B0031,B0031,37,LiCoO2,CC,0.8245,0.1187,84.38,53.66,0.72,1.9896,0.4652,3.9194,0.2514,100.0,1.6877,Healthy
External,NASA_B0031,B0031,38,LiCoO2,CC,0.8241,0.1195,84.1,53.6,0.72,1.9899,0.4683,3.9187,0.24,100.0,1.682,Healthy
External,NASA_B0031,B0031,39,LiCoO2,CC,0.8232,0.1199,83.75,53.63,0.72,1.9892,0.47,3.9185,0.2412,100.0,1.675,Healthy
External,NASA_B0031,B0031,40,LiCoO2,CC,0.8223,0.1203,83.36,53.61,0.72,1.9888,0.4717,3.9182,0.2403,100.0,1.6673,Healthy
External,NASA_B0032,B0032,1,LiCoO2,CC,0.8392,0.1556,85.24,52.15,0.72,1.9971,0.6062,3.895,0.2045,100.0,1.7049,Healthy
External,NASA_B0032,B0032,2,LiCoO2,CC,0.8476,0.1048,94.7,53.5,0.72,1.9968,0.4139,3.9467,0.2217,100.0,1.894,Healthy
External,NASA_B0032,B0032,3,LiCoO2,CC,0.8455,0.1057,93.74,53.56,0.72,1.9972,0.417,3.946,0.2245,100.0,1.8748,Healthy
External,NASA_B0032,B0032,4,LiCoO2,CC,0.8443,0.1062,93.27,53.64,0.72,1.9964,0.4193,3.9454,0.2278,100.0,1.8655,Healthy
External,NASA_B0032,B0032,5,LiCoO2,CC,0.8431,0.1069,92.64,53.67,0.72,1.9974,0.4218,3.9451,0.2283,100.0,1.8527,Healthy
External,NASA_B0032,B0032,6,LiCoO2,CC,0.8422,0.1075,92.21,53.79,0.72,1.9972,0.4242,3.9442,0.2238,100.0,1.8442,Healthy
External,NASA_B0032,B0032,7,LiCoO2,CC,0.8421,0.1078,92.15,53.8,0.72,1.9971,0.4252,3.9441,0.2285,100.0,1.843,Healthy
External,NASA_B0032,B0032,8,LiCoO2,CC,0.8406,0.1084,91.51,53.86,0.72,1.9963,0.4277,3.9434,0.2297,100.0,1.8303,Healthy
External,NASA_B0032,B0032,9,LiCoO2,CC,0.8391,0.109,90.87,53.87,0.72,1.9963,0.4299,3.9432,0.2282,100.0,1.8174,Healthy
